SMILES,3CL_enzymatic_activity,ACE2_enzymatic_activity,HEK293_cell_line_toxicity_,Human_fibroblast_toxicity,MERS_Pseudotyped_particle_entry,MERS_Pseudotyped_particle_entry_(Huh7_tox_counterscreen),SARS-CoV_Pseudotyped_particle_entry,SARS-CoV_Pseudotyped_particle_entry_(VeroE6_tox_counterscreen),SARS-CoV-2_cytopathic_effect_(CPE),SARS-CoV-2_cytopathic_effect_(host_tox_counterscreen),Spike-ACE2_protein-protein_interaction_(AlphaLISA),Spike-ACE2_protein-protein_interaction_(TruHit_Counterscreen),TMPRSS2_enzymatic_activity
CNNCC1=CC=C(C=C1)C(=O)NC(C)C,,,0,0,,,,,,,,,
N[C@H](CSC(C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3)C(O)=O,,,2,0,,,,,,,,,
COC/1=C/C=C2\C(=C/C1=O)[C@H](CCC3=CC(=C(OC)C(=C23)OC)OC)NC(C)=O,,,0,0,,,,,,,,,
Clc3cc4CCc1cccnc1C(=C2/CCN(CC2)C(=O)OCC)\c4cc3,,,1,0,,,,,,,,,
OC1=CC2=C(C(=C1)O)C(=O)\C(=C(/O2)C3=CC(=C(O)C=C3)O)O,,,0,0,,,,,,,,,
CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]3O[C@@H](C)C[C@@H]([C@H]3O)N(C)C)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,,,0,0,,,,,,,,,
CC(C(O)=O)C1=CC=C(C(=C1)F)C2=CC=CC=C2,,,0,1,,,,,,,,,
COc1c(cc(cc1OC)CC#N)OC,,,0,0,,,,,,,,,
O=C(O)C(=O)O.CN(C)CCC[C@]2(OCc1cc(ccc12)C#N)c3ccc(F)cc3,,,0,0,,,,,,,,,
O=C(O)Cc1csc(n1)c2ccc(Cl)cc2,,,0,0,,,,,,,,,
Cl.CCC(=O)N(c1ccccc1)C2CCN(CC2)CCc3cccs3,,,1,0,,,,,,,,,
Oc1ccccc1OC,,,0,0,,,,,,,,,
[Na+].[O-]C(=O)C[C@H](O)C[C@H](O)/C=C/c2c(c1ccccc1n2C(C)C)c3ccc(F)cc3,,,1,0,,,,,,,,,
Nc1ccc(cc1)S(=O)(=O)Nc2ccccc2,,,0,0,,,,,,,,,
CC(C)C[C@H](NC(=O)CNC(=O)C1=C(Cl)C=CC(=C1)Cl)B(O)O,,,2,2,,,,,,,,,
CCC[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)OCC1=CC=CC=C1)C=O,,,2,2,,,,,,,,,
O=C(NC1=NN=C(S1)C2=CC=NC=C2)NC3=CC(=C(C=C3)C4=C[NH]N=C4)C#N,,,0,0,,,,,,,,,
NC1=CC=C(C=C1)[S+](N)([O-])=O,,,0,0,,,,,,,,,
NC1=C2C(=NC=N1)N=C(C=C2C3=CC(=CC=C3)Br)C4=CN=C(C=C4)N5CCOCC5,,,1,0,,,,,,,,,
C[C@H]1CCC[C@H]2O[C@H]2C[C@H](OC(=O)C[C@H](O)C(C)(C)C(=O)[C@H](C)[C@H]1O)\C(C)=C\C3=CSC(=N3)C,,,0,0,,,,,,,,,
CCOC(=O)C/1=C(C)/NC(=S)NC1C2=CC=CC(=C2)O,,,3,0,,,,,,,,,
CN(CCCl)CCCl,,,0,0,,,,,,,,,
OC1=CC=C(C=C1)\C2=C(O)\C(=O)C3=C(O2)C=C(O)C=C3O,,,0,0,,,,,,,,,
COC1=CC2=C(C=C1)[N](C(=C2CC(O)=O)C)C(=O)C3=CC=C(Cl)C=C3,,,0,0,,,,,,,,,
NC(=O)C1=CC=CN=C1,,,0,1,,,,,,,,,
CN(CCOC1=CC=C(CC2SC(=O)NC2=O)C=C1)C3=CC=CC=N3,,,0,0,,,,,,,,,
CCN1C(=O)N([C@@H]2CCN(CC3CCCCCCC3)C[C@H]2CO)C4=CC=CC=C14,,,1,0,,,,,,,,,
CCC1=C2N=C(C=C(NCC3=CC=C[N+](=C3)[O-])[N]2N=C1)N4CCCC[C@H]4CCO,,,3,3,,,,,,,,,
O=[N+]([O-])c1cccc(c1)[N+]([O-])=O,,,0,0,,,,,,,,,
Oc1cccc2cccnc12,,,1,1,,,,,,,,,
OC(CNC)c1ccc(O)cc1,,,0,0,,,,,,,,,
Cl.COc1cc(C)c(cc1C[C@@H](C)N)OC,,,3,0,,,,,,,,,
CC1=CC=C(C=C1)[S+]([O-])(=O)OCC(=O)NC2=CC=C(C(O)=O)C(=C2)O,,,1,0,,,,,,,,,
[O-][N+]12CCC[C@H]3CN4[C@H](CCCC4=O)[C@@H](CCC1)[C@@H]23,,,1,0,,,,,,,,,
CN(C)[C@@H]4CC5=CC[C@@H]1[C@H](CC[C@@]23CN(C)[C@@H](C)[C@H]3CC[C@@H]12)[C@@]5(C)CC4,,,1,0,,,,,,,,,
O=C4c1ccccc1S(=O)(=O)N4CCCCN2CCN(CC2)c3ncccn3,,,0,0,,,,,,,,,
CC[C@]12\C=C/CN3CC[C@]4([C@@H](N(C)C5=CC(=C(C=C45)[C@]6(C[C@H]7C[C@H](CN(C7)CC8=C6[NH]C9=C8C=CC=C9)C(C)(F)F)C(=O)OC)OC)[C@](O)([C@@H]1OC(C)=O)C(=O)OC)[C@H]23,,,3,3,,,,,,,,,
CC(C(O)=O)C1=CC=CC(=C1)C(=O)C2=CC=CC=C2,,,0,0,,,,,,,,,
CN1C=C(C=N1)C2=C3N=C([C@@H]4CCCNC4)C(Br)=C(N)N3N=C2,,,3,2,,,,,,,,,
CC(=O)Oc3cccc2C(=O)c1cc(cc(OC(C)=O)c1C(=O)c23)C(=O)O,,,1,0,,,,,,,,,
Nc1cc(OC)c(cc1Br)C(=O)NCCN(CC)CC,,,0,0,,,,,,,,,
Brc2ccccc2c1ccccc1,,,0,0,,,,,,,,,
Nc2ncnc(Nc1ccccc1)n2,,,0,0,,,,,,,,,
C/C1=C(\C=C\C(C)=C\C=C\C(C)=C\C(O)=O)C(C)(C)CCC1,,,0,1,,,,,,,,,
OC(C1CCCCN1)C2=C3C=CC=C(C3=NC(=C2)C(F)(F)F)C(F)(F)F,,,1,0,,,,,,,,,
NC1=CC(=CC=C1)[S+]([O-])(=O)N2CCCN(CC2)[S+]([O-])(=O)C3=CC4=C(OCCO4)C=C3,,,1,0,,,,,,,,,
CCN(CC)C(=O)C1=CC=C(C=C1)C/2=C/C3(CCNCC3)OC4=CC=CC(=C24)O,,,1,0,,,,,,,,,
O=S(N)(=O)c1ccc(NC(=O)CCC(=O)O)cc1,,,0,0,,,,,,,,,
O=C2CCCC(=O)C2C(=O)c1ccc(cc1[N+]([O-])=O)S(C)(=O)=O,,,0,0,,,,,,,,,
c1cccc2occc12,,,0,0,,,,,,,,,
CC(C)(C)NCC(OC(=O)c1ccccc1)COc3cccc2nc(C)cc23,,,0,0,,,,,,,,,
CC(C)Oc1cccc(c1)NC(=O)c2ccccc2C(F)(F)F,,,1,0,,,,,,,,,
Cl.CCN(CCO)CCn2c3C(=O)N(C)C(=O)N(C)c3nc2Cc1ccccc1,,,0,0,,,,,,,,,
Cl.N=C(N)NC(=N)N1CCOCC1,,,0,0,,,,,,,,,
Nc1ccc(Cl)cc1,,,0,0,,,,,,,,,
O=S(=O)(Nc1nnc(s1)C(C)(C)C)c2ccc(N)cc2,,,0,0,,,,,,,,,
CC(C)(C)CC(C)(C)c1cc(c(O)cc1)n2nc3ccccc3n2,,,0,0,,,,,,,,,
[K+].FC(F)(C(F)(F)S([O-])(=O)=O)C(F)(F)C(F)(F)F,,,0,0,,,,,,,,,
O=C4CC[C@@]3(C)C(CC[C@@H]2[C@@H]3CC[C@@]1(C)[C@H]2CC[C@]1(C)O)=C4,,,1,0,,,,,,,,,
CN(C)CCOC(=O)c1cc3c(cc1)n(Cc2ccccc2)c(C)c3C,,,1,0,,,,,,,,,
NC1=C(NC(=O)C2=CC=C(CNC3=NC(=CC=N3)C4=CC=CN=C4)C=C2)C=CC=C1,,,2,1,,,,,,,,,
CNCC1=CC=C(C=C1)C2=C3CCNC(=O)C4=CC(=CC(=C34)[NH]2)F,,,1,0,,,,,,,,,
CC1(C)CC(=O)C2=C(C1)[N](N=C2C(F)(F)F)C3=CC=C(C(N)=O)C(=C3)NC4CCC(CC4)OC(=O)CN,,,3,2,,,,,,,,,
C[C@@H]1CN[C@H]2[C@@H](C)[C@@]\3(CC[C@H]\4[C@@H]5C/C=C6/C[C@@H](O)CC[C@]6(C)[C@H]5CC4=C3C)O[C@@H]2C1,,,2,0,,,,,,,,,
COCCOC1=N[N](C2=CC=C(NC(=O)CCl)C=C2)C(=N1)C3=CC=C(Cl)C(=C3)Cl,,,2,0,,,,,,,,,
CC1=CC(=CC=N1)C2=CC=C(CC(=O)NC3=CC=C(C=C3)C4=CC=CN=C4)C=C2,,,2,0,,,,,,,,,
C[C@@H]1CC[C@@]2(OC1)O[C@H]3C[C@H]4[C@@H]5C/C=C6/C[C@H](CC[C@]6(C)[C@H]5CC[C@]4(C)[C@H]3[C@@H]2C)O[C@@H]7O[C@H](CO)[C@@H](O[C@@H]8O[C@@H](C)[C@H](O)[C@@H](O)[C@H]8O)[C@H](O)[C@H]7O[C@@H]9O[C@@H](C)[C@H](O)[C@@H](O)[C@H]9O,,,2,0,,,,,,,,,
NC(=O)C1=N[N](C=N1)[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O,,,1,0,,,,,,,,,
O=S(=O)(O)O.O=C(OC)[C@@]2(C[C@@H]4C[C@@](O)(CC)C[N@](CCc1c3ccccc3nc12)C4)c5cc9c(cc5OC)N(C)[C@@H]6[C@]98CCN7CC=C[C@@](CC)([C@@H](OC(C)=O)[C@]6(O)C(=O)OC)[C@H]78,,,3,3,,,,,,,,,
Cl[In](Cl)Cl,,,0,0,,,,,,,,,
O=C(O)[C@@H]1CSCN1,,,0,0,,,,,,,,,
[O-][N+](=O)c1ccc(cc1)n2cc(nc2C)[N+]([O-])=O,,,0,0,,,,,,,,,
CC(=O)OC\C1=C(\[N@]2[C@@H](SC1)[C@H](N)C2=O)C(O)=O,,,1,0,,,,,,,,,
NC(=N)NC(=N)N1CCOCC1,,,0,1,,,,,,,,,
CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]3O[C@H](C)C[C@@H]([C@H]3O)N(C)C)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O,,,1,0,,,,,,,,,
OC(C(=O)OCCN(CC)CC)(c1ccccc1)c2ccccc2,,,0,0,,,,,,,,,
NCc2ccccc2Sc1ccccc1CO,,,0,0,,,,,,,,,
O=S(=O)(N(CC)CC)c1ccc(cc1)C(=O)O,,,0,0,,,,,,,,,
CC1=C(C(=C([NH]1)/C=C/2C(=O)NC3=C2C=C(C=C3)[S+]([O-])(=O)CC4=C(Cl)C=CC=C4Cl)C)C(=O)N5CCC[C@@H]5CN6CCCC6,,,1,0,,,,,,,,,
CNC(=O)C1=C(F)C=CC=C1NC2=C3C=C[NH]C3=NC(=N2)NC4=C(OC)C=C5CCN(C(=O)CN(C)C)C5=C4,,,2,0,,,,,,,,,
COC1=N[N](C2=CC=C(NC(=O)CSC3=CC=CC=C3)C=C2)C(=N1)C4=CC=C5OCOC5=C4,,,1,0,,,,,,,,,
CC1=CC=CC=C1C(N(C(=O)CNC2=CC=C(C=C2)C#N)C3=CC=CC(=C3)F)C(=O)NC4CCCCC4,,,0,0,,,,,,,,,
C[N]1C=C(C=N1)C2=CC=C3N=CC\4=C(N(C(=O)\C=C4)C5=CC6=C(CCN6C(=O)C=C)C=C5)C3=C2,,,2,2,,,,,,,,,
C1CCN2C[C@H]3C[C@H](\C=C/4CCCN[C@@H]34)[C@H]2C1,,,0,0,,,,,,,,,
FC1=CN=CC(=C1)N([C@H](C(=O)NC2CC(F)(F)C2)C3=C(Cl)C=CC=C3)C(=O)[C@@H]4CCC(=O)N4C5=NC=CC(=C5)C#N,,,2,,,,,,,,,,
COCCc1ccccn1,,,0,0,,,,,,,,,
CN(Cc1ccco1)C(C)Cc2ccccc2,,,0,0,,,,,,,,,
O=C(OCC)CN1CCCC1=O,,,0,0,,,,,,,,,
OC(=O)c1ccc(Cl)cc1,,,0,0,,,,,,,,,
C=2CC3C1C=CC(C1)C3C=2,,,0,0,,,,,,,,,
COC(=O)NC1=NC2=CC(=CC=C2[NH]1)C(=O)C3=CC=C(F)C=C3,,,3,0,,,,,,,,,
CC(C)(C)[C@]1(O)C[C@@H]2OC(=O)C[C@@]23C(=O)O[C@@H]4OC(=O)[C@H](O)C134,,,0,0,,,,,,,,,
Cl.Fc1ccc(cc1)C(=O)C4CCN(CCN2C(=O)c3ccccc3NC2=S)CC4,,,1,0,,,,,,,,,
Fc2ccc3OCC[C@]1(NC(=O)NC1=O)c3c2,,,0,0,,,,,,,,,
N=C1NC(=N)c2cc3ccccc3cc12,,,1,1,,,,,,,,,
OC1=CC(=CC=C1)C2=NC3=C(OC4=C3C=CC=N4)C(=N2)N5CCOCC5,,,3,3,,,,,,,,,
C[C@H]1O[C@H](C[C@H](O)[C@@H]1O)O[C@H]2[C@@H](O)C[C@@H](O[C@@H]2C)O[C@H]3[C@@H](O)C[C@@H](O[C@@H]3C)O[C@H]4CC[C@@]5(C)[C@H](CC[C@@H]6[C@@H]5C[C@@H](O)[C@]7(C)[C@H](CC[C@]67O)C/8=C/C(=O)OC8)C4,,,3,3,,,,,,,,,
CCC(C1CCC(C)C(O1)C(C)C(O)C(C)C(=O)C(CC)C2OC\3(O[C@]4(CC[C@@](C)(O4)C5CC[C@@](O)(CC)C(C)O5)C(O)\C=C3)C(C)CC2C)C([O-])=O,,,2,2,,,,,,,,,
CN1C2CCC1CC(C2)OC(=O)C(CO)C3=CC=CC=C3,,,0,0,,,,,,,,,
N[S+]([O-])(=O)C1=C(Cl)C=C2NC(N[S+]([O-])(=O)C2=C1)C(Cl)Cl,,,0,0,,,,,,,,,
ClC1=CC(=C(C=C1)C(C[N]2C=CN=C2)OCC3=CC=C(SC4=CC=CC=C4)C=C3)Cl,,,1,0,,,,,,,,,
CN1CCN(CC1)C2=NC3=CC=CC=C3C(=N2)C4C(C(=O)NC4=O)C5=C[NH]C6=CC=CC=C56,,,0,2,,,,,,,,,
C[C@H]1CN(CCCN1[S+]([O-])(=O)C2=CC=CC3=C2C(=CN=C3)C)C(=O)CN,,,0,0,,,,,,,,,
CN1/C=C(\N=C(NC2=CC=C(C=C2)C(=O)N3CCOCC3)/C1=O)/C4=C(C)C(=CC=C4)NC(=O)C5=CC=C(C=C5)C(C)(C)C,,,1,0,,,,,,,,,
CNCC(O)C(O)C(O)C(O)CO.OC(=O)C1=CC=C(C=C1)C2=CC3=CC=CN=C3C(=N2)C4=CC5=NON=C5C=C4,,,1,0,,,,,,,,,
CC(C)(CC1=CC=C2C=CC=CC2=C1)NC[C@@H](O)COC3=C(C#N)C(=CC=C3)Cl,,,0,0,,,,,,,,,
O[C@H]([C@H]1CC2CCN1C[C@@H]2C=C)C3=CC=NC4=CC=CC=C34,,,1,0,,,,,,,,,
N[C@]1(C[S+]([O-])(=O)[C@H]2[C@@H]([C@@H]12)C(O)=O)C(O)=O,,,1,0,,,,,,,,,
C[N]1C=C(C2=C1C=CC=C2)\C3=C(\C(=O)NC3=O)C4=C5CC(CN)CC[N]5C6=C4C=CC=C6,,,1,0,,,,,,,,,
CN1CCN(CC1)C2=NC(=C(C=N2)C3=CC(=CC(=C3Cl)Cl)Cl)N,,,1,0,,,,,,,,,
OCC(=O)[C@@]3(O)CC[C@H]2[C@@H]4CCC1=CC(=O)CC[C@]1(C)[C@H]4C(=O)C[C@@]23C,,,0,0,,,,,,,,,
NC(=O)C1=CC=CC2=C[N](N=C12)C3=CC=C(C=C3)[C@@H]4CCCNC4,,,2,0,,,,,,,,,
CC1=C(NC2=CC=CC(=C2)[S+]([O-])(=O)NC(C)(C)C)N=C(NC3=CC(=CC=C3)CN4CCOCC4)N=C1,,,0,1,,,,,,,,,
CN(C)C(=O)C(CCN1CCC(O)(CC1)c2ccc(Cl)cc2)(c3ccccc3)c4ccccc4,,,1,0,,,,,,,,,
O=[N+]([O-])c1cc(cc(C)c1O)[N+]([O-])=O,,,1,1,,,,,,,,,
Cl.FC(F)(F)c1cccc(C[C@@H](C)NCC)c1,,,0,0,,,,,,,,,
O=C(Cc1ccccc1)N(C)[C@H]2CC[C@]4(C[C@@H]2N3CCCC3)CCCO4,,,0,0,,,,,,,,,
CCCCCCCCCCCCCCCCN,,,0,0,,,,,,,,,
CCCc1cc2OCOc2cc1COCCOCCOCCCC,,,1,0,,,,,,,,,
COC1=C2CCCC(CCCN3CCN(CC3)C4CCCCC4)C2=CC=C1,,,1,0,,,,,,,,,
FC(F)(F)c1ccc(cc1)C(\CCCCOC)=N\OCCN,,,1,0,,,,,,,,,
NCCC1=C[NH]C=N1,,,0,0,,,,,,,,,
OC(=O)C1=CC=CN=C1,,,2,0,,,,,,,,,
CC(=O)NC(CS)C(O)=O,,,0,0,,,,,,,,,
N[S+]([O-])(=O)C1=CC=C(NC2=NC3=C([NH]C=N3)C(=N2)OCC4CCCCC4)C=C1,,,2,0,,,,,,,,,
COCC(=O)NC/C=C/C1=CC=C2N=CN=C(NC3=CC=C(OC4=CN=C(C)C=C4)C(=C3)C)C2=C1,,,1,0,,,,,,,,,
OC(=O)C1=C(C=C(C=C1)C2=C[NH]C3=NC=C(C=C23)C4=CC=CC=C4)C5CCCC5,,,0,0,,,,,,,,,
ClC1=CC=C(CCCOC/2=N/NC(=O)C(=C2NCC3=CN=CC=C3)/Br)C=C1,,,2,1,,,,,,,,,
CC1(C)C(=O)N(CCN2CCC(CC2)C(=O)C3=CC=C(F)C=C3)C4=C1C=CC=C4,,,0,0,,,,,,,,,
C[C@@H](C1=NC=NC=C1F)[C@](O)(C[N]2C=NC=N2)C3=CC=C(F)C=C3F,,,0,0,,,,,,,,,
CC(C[N+](C)(C)C)OC(N)=O,,,0,0,,,,,,,,,
CC1=NC2=C([NH]1)C3=CC=CC=C3N(CC2)C(=O)C4=CC=C(NC(=O)C5=CC=CC=C5C6=CC=CC=C6)C=C4,,,1,0,,,,,,,,,
Cl.O[C@@H](CC)C(C[C@H](C)N(C)C)(c1ccccc1)c2ccccc2,,,1,0,,,,,,,,,
Clc1cc(Cl)c(Cl)nc1OCC(=O)O,,,0,0,,,,,,,,,
N[C@@H](CO)[C@@H](O)CCCCCCCCCCCCCCC,,,1,0,,,,,,,,,
FC1(F)OC2=C(O1)C=C(C=C2)\C=C\3SC(=O)NC3=O,,,0,0,,,,,,,,,
OC(=O)[C@H](C1CCCC1)C2=CC=C(OCC3=NC4=CC=CC=C4C=C3)C=C2,,,0,0,,,,,,,,,
NC(=O)C1=CC(=CC=C1)C2=CC=CC(=C2)OC(=O)NC3CCCCC3,,,0,0,,,,,,,,,
CN1C(=O)N(C)C2=C([NH]C=N2)C1=O,,,0,0,,,,,,,,,
O=C(NN1CCCCC1)c4nn(c2ccc(Cl)cc2Cl)c(c3ccc(Cl)cc3)c4C,,,1,0,,,,,,,,,
OC1=CC=C(C=C1)/C=C/C2=CC(=CC(=C2)O)O,,,1,0,,,,,,,,,
O=C(OCCl)[C@@]4(OC(=O)OCC)CC[C@@H]3[C@]4(C)C[C@H](O)[C@H]2[C@H]3CCC1=CC(=O)C=C[C@@]12C,,,0,0,,,,,,,,,
CCC(/C1=CC=C(O)C=C1)=C(/CC)C2=CC=C(O)C=C2,,,1,0,,,,,,,,,
[O-][S+](=O)(CCNC(=O)C1=CC=C(Cl)C=C1)C2=NC=C(C=C2)C(F)(F)F,,,0,0,,,,,,,,,
O=C(N1CCC(CC1)N2CCCC2)C3=CC=C(NC4=NC=CC(=N4)C5=CC6=C(S5)C=CC=C6)C=C3,,,2,1,,,,,,,,,
COC1=CC2=NC(=NC(=C2C=C1OC)N[C@@H]3CNC[C@H]3C(C)(C)O)C4=CC(=CC=C4O)F,,,1,0,,,,,,,,,
Nc1ccncc1,,,0,0,,,,,,,,,
Cl.O=C(NCC(N)=O)[C@H]6CCCN6C(=O)[C@@H](CCCNC(=N)N)NC(=O)C(CC(C)C)NC(=O)CNC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@@H](CO)NC(=O)[C@@H](Cc3cnc2ccccc23)NC(=O)[C@H](Cc4cncn4)NC(=O)[C@H]5CCC(=O)N5,,,1,0,,,,,,,,,
O=C2C=C(Oc1ccccc12)c3ccccc3,,,1,0,,,,,,,,,
CC(C)(C)C1=C(O)C(=CC(=C1)C=C(C#N)C#N)Br,,,0,0,,,,,,,,,
NC(=O)C1=C(NC(=O)NCCCCN2CCCC2)SN=C1OCC3=C(F)C=C(Br)C=C3F,,,1,2,,,,,,,,,
[O-][S+](=O)(N1CCCNCC1)C2=C3C=CN=CC3=CC=C2,,,0,0,,,,,,,,,
C[C@@H](N)C1=CC=C(C=C1)C(=O)NC2=C3C=C[NH]C3=NC=C2,,,1,0,,,,,,,,,
O=[N+]([O-])c3ncn(C)c3Sc2ncnc1ncnc12,,,2,2,,,,,,,,,
CN1CCN(CC1)C2Cc4ccccc4Sc3ccc(SC)cc23,,,1,0,,,,,,,,,
O=C2O[Pt](N)(N)OC(=O)C12CCC1,,,0,0,,,,,,,,,
Cc2nc(N)nc(N)c2c1ccc(Cl)c(Cl)c1,,,2,0,,,,,,,,,
Clc2cc1c(CCNC[C@@H]1C)cc2,,,0,0,,,,,,,,,
C1CCC(CC1)NC2=C3N=C[NH]C3=NC(=N2)NC4=CC=C(C=C4)N5CCOCC5,,,3,0,,,,,,,,,
CC(=O)O[C@H]1C[C@@H]2CC[C@@H]3[C@H](CC[C@@]4(C)[C@H]3C[C@@H]([C@@H]4OC(C)=O)[N+]5(C)CCCCC5)[C@@]2(C)C[C@@H]1N6CCCCC6,,,0,0,,,,,,,,,
COCN1C(=O)C(CC)(C(=O)N(COC)C1=O)c2ccccc2,,,0,0,,,,,,,,,
OS(=O)(=O)c2cc(N)ccc2C=Cc1ccc(N)cc1S(=O)(=O)O,,,0,0,,,,,,,,,
COC1=CC2=C([NH]C=C2CCNC(C)=O)C=C1,,,0,0,,,,,,,,,
CC(=O)[C@H]2CC[C@H]3[C@@H]4CCC1=CC(=O)CC[C@]1(C)[C@H]4CC[C@]23C,,,1,0,,,,,,,,,
CC[C@]12CC[C@H]3[C@@H](CCC/4=C/C(=O)CC[C@H]34)[C@@H]1\C=C/[C@@]2(O)C#C,,,0,0,,,,,,,,,
NC1CCC(CC1)NC2=NC3=C(N=C[N]3C4=CC=CC(=C4)F)C(=N2)NC5=CC=C(C=C5)C(=O)N6CCCCC6,,,0,0,,,,,,,,,
C\C1=C(\C=C(C#N)/C(=O)N1)C2=C[N]3C=CN=C3C=C2,,,1,0,,,,,,,,,
NC(CO)(CO)CCC1=C(Cl)C=C(SC2=CC(=CC=C2)OCC3=CC=CC=C3)C=C1,,,1,1,,,,,,,,,
Cl.NC1=NC(=O)N(C=C1)[C@@H]2O[C@H](CO)[C@@H](O)C2(F)F,,,3,0,,,,,,,,,
COC1=CC2=C(C=C1OC)[N](C=N2)C3=CC(=C(S3)C(N)=O)OCC4=C(C=CC=C4)C(F)(F)F,,,3,1,,,,,,,,,
C[C@H](CCC(O)=O)[C@H]1CCC2C3C[C@H](O)[C@@H]4C[C@H](O)CC[C@]4(C)C3CC[C@]12C,,,0,0,,,,,,,,,
OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)CO,,,0,0,,,,,,,,,
OC1=CC=C(C=C1CC=C)C2=CC(=CC=C2O)CC=C,,,0,0,,,,,,,,,
FC1=CC2=C3[N](CCN(CC3=C1)C(=O)N4CCCCC4)C=C2C/5=C(C(=O)NC5=O)\C6=CN=C7C=CC=C[N]67,,,3,,,,,,,,,,
CC(C)NC1=NC=C(Cl)C(=C1)C2=C[NH]C(=C2)C(=O)N[C@H](CO)C3=CC=CC(=C3)Cl,,,1,,,,,,,,,,
O=C(N\N=C\C=CC)c1ccncc1,,,0,0,,,,,,,,,
Clc1ccc(cc1)c2ncnc2C,,,0,0,,,,,,,,,
O=[N+]([O-])c1cnc(C)n1C,,,0,0,,,,,,,,,
CCN(CC)CCCCNC1=NC2=CC(=C(Cl)C=C2N=C1C3=CC=C(S3)C4=CC=CS4)Cl,,,1,0,,,,,,,,,
BrC1=CC=CC=C1NC(=O)NC2=C3N=N[NH]C3=C(C=C2)C#N,,,0,0,,,,,,,,,
CCCN1C(=O)N(CC)C2=C([NH]C(=N2)C3=C[N](CC4=CC=CC(=C4)C(F)(F)F)N=C3)C1=O,,,0,0,,,,,,,,,
CC(C)C1=CC=C(C[N]2C=CC3=C4C(=NC(=NC4=CC=C23)NC5CC5)N)C=C1,,,2,0,,,,,,,,,
CC1=C(O)C(=C2CCC(C)(COC3=CC=C(CC4SC(=O)NC4=O)C=C3)OC2=C1C)C,,,0,0,,,,,,,,,
C[C@]12CC[C@H]3[C@@H](CCC4=CC(=CC=C34)O)[C@@H]1CC[C@@]2(O)C#C,,,1,0,,,,,,,,,
CN(C)CC[C@H](C1=CC=C(Cl)C=C1)C2=CC=CC=N2,,,0,0,,,,,,,,,
O=P(O)(O)CN1c2cc(c(cc2NC(=O)C1=O)C(F)(F)F)N3CCOCC3,,,0,0,,,,,,,,,
[Br-].O=C(OC1CCC[N+](C)(CC)C1)C(O)(c2ccccc2)c3ccccc3,,,0,0,,,,,,,,,
CC(=C/C1=CC=CC=C1)\C=C2/SC(=S)N(CC(O)=O)C2=O,,,0,0,,,,,,,,,
O=C(NCCCCC1CCN(CC1)C(=O)C2=CC=CC=C2)\C=C\C3=CN=CC=C3,,,3,0,,,,,,,,,
C1CCC(CC1)[N]2C=NC3=C2N=C(OC4=CC=CC5=C4C=CC=C5)N=C3NC6=CC=C(C=C6)N7CCOCC7,,,1,0,,,,,,,,,
CC(C)(C)COC1=C(C=C(C=C1)[N]2C=C(C=N2)C(O)=O)C#N,,,0,0,,,,,,,,,
COC1=CC2=CC=C(C=C2C=C1)[C@H](C)C(O)=O,,,0,0,,,,,,,,,
NC1=NC(=NC2=C1N=C[N]2[C@@H]3O[C@H](CO)[C@@H](O)[C@@H]3F)Cl,,,3,0,,,,,,,,,
C[C@]12CC[C@H]3[C@@H](CCC4=C3C=CC(=C4)O)[C@@H]1CC[C@@H]2O,,,1,0,,,,,,,,,
CC(O)(C[S+]([O-])(=O)C1=CC=C(F)C=C1)C(=O)NC2=CC=C(C#N)C(=C2)C(F)(F)F,,,1,1,,,,,,,,,
CCC(=O)OC1CCC2C3CCC/4=C/C(=O)CC[C@@]4(C)C3CC[C@]12C,,,0,0,,,,,,,,,
CCN1CCC(CC1)[N]2C=C(CNC3=CC(=C4N=CC(=C(NC5=CC=C(F)C(=C5)Cl)C4=C3)C#N)Cl)N=N2,,,1,0,,,,,,,,,
O\N=C1\C(NC2=CC=CC=C12)=C3\C(=O)NC4=CC(=CC=C34)Br,,,1,0,,,,,,,,,
O=S(CC(N)=O)C(c1ccccc1)c2ccccc2,,,0,0,,,,,,,,,
O=C2C(N)=C(C)N(C)N2c1ccccc1,,,0,0,,,,,,,,,
O=[N+]([O-])c1cc(cc(c1)C(=O)OC(C)C)C(=O)OC(C)C,,,0,0,,,,,,,,,
O=C(NC(C)C)OCC(C)(COC(=O)N)CCC,,,0,0,,,,,,,,,
[Na+].CN(C)c1ccc(/N=N/S([O-])(=O)=O)cc1,,,1,0,,,,,,,,,
